Número de factura,Sucursal,Ciudad,Tipo de cliente,Género,Línea de producto,Precio unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Método de pago,Costo de bienes vendidos,Porcentaje de margen bruto,Ingreso bruto,Calificación
375-72-3056,B,Mandalay,Normal,Masculino,Deportes y viajes,"63,06",3,"9,459","198,639",19/01/2019,15:58,Billetera electrónica,"189,18","4,761904762","9,459","7,0"
127-47-6963,A,Yangon,Normal,Masculino,Salud y belleza,"51,71",4,"10,342","217,182",09/03/2019,13:53,Tarjeta de crédito,"206,84","4,761904762","10,342","9,8"
278-86-2735,A,Yangon,Normal,Femenino,Alimentos y bebidas,"52,34",3,"7,851","164,871",27/03/2019,14:03,Efectivo,"157,02","4,761904762","7,851","9,2"
695-28-6250,A,Yangon,Normal,Femenino,Deportes y viajes,"43,06",5,"10,765","226,065",04/02/2019,16:38,Billetera electrónica,"215,3","4,761904762","10,765","7,7"
379-17-6588,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"59,61",10,"29,805","625,905",14/03/2019,11:07,Efectivo,"596,1","4,761904762","29,805","5,3"
227-50-3718,A,Yangon,Normal,Masculino,Salud y belleza,"14,62",5,"3,655","76,755",04/03/2019,12:23,Efectivo,"73,1","4,761904762","3,655","4,4"
302-15-2162,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"46,53",6,"13,959","293,139",03/03/2019,10:54,Tarjeta de crédito,"279,18","4,761904762","13,959","4,3"
788-07-8452,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"24,24",7,"8,484","178,164",27/01/2019,17:38,Billetera electrónica,"169,68","4,761904762","8,484","9,4"
560-49-6611,A,Yangon,Miembro,Femenino,Deportes y viajes,"45,58",1,"2,279","47,859",07/02/2019,14:13,Efectivo,"45,58","4,761904762","2,279","9,8"
880-35-0356,A,Yangon,Miembro,Femenino,Deportes y viajes,"75,2",3,"11,28","236,88",05/02/2019,11:51,Billetera electrónica,"225,6","4,761904762","11,28","4,8"
585-11-6748,B,Mandalay,Miembro,Masculino,Deportes y viajes,"96,8",3,"14,52","304,92",15/03/2019,13:05,Efectivo,"290,4","4,761904762","14,52","5,3"
470-31-3286,B,Mandalay,Normal,Masculino,Salud y belleza,"14,82",3,"2,223","46,683",01/03/2019,11:30,Tarjeta de crédito,"44,46","4,761904762","2,223","8,7"
152-68-2907,A,Yangon,Normal,Masculino,Alimentos y bebidas,"52,2",3,"7,83","164,43",15/02/2019,13:30,Tarjeta de crédito,"156,6","4,761904762","7,83","9,5"
123-35-4896,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"46,66",9,"20,997","440,937",17/02/2019,19:11,Billetera electrónica,"419,94","4,761904762","20,997","5,3"
258-69-7810,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"36,85",5,"9,2125","193,4625",26/01/2019,18:53,Efectivo,"184,25","4,761904762","9,2125","9,2"
334-64-2006,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"70,32",2,"7,032","147,672",24/03/2019,14:22,Billetera electrónica,"140,64","4,761904762","7,032","9,6"
219-61-4139,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"83,08",1,"4,154","87,234",23/01/2019,17:16,Billetera electrónica,"83,08","4,761904762","4,154","6,4"
881-41-7302,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"64,99",1,"3,2495","68,2395",26/01/2019,10:06,Tarjeta de crédito,"64,99","4,761904762","3,2495","4,5"
373-09-4567,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"77,56",10,"38,78","814,38",14/03/2019,20:35,Billetera electrónica,"775,6","4,761904762","38,78","6,9"
642-30-6693,B,Mandalay,Normal,Femenino,Deportes y viajes,"54,51",6,"16,353","343,413",17/03/2019,13:54,Billetera electrónica,"327,06","4,761904762","16,353","7,8"
484-22-8230,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"51,89",7,"18,1615","381,3915",08/01/2019,20:08,Efectivo,"363,23","4,761904762","18,1615","4,5"
830-58-2383,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"31,75",4,"6,35","133,35",08/02/2019,15:26,Efectivo,"127,0","4,761904762","6,35","8,6"
559-98-9873,A,Yangon,Miembro,Femenino,Accesorios de moda,"53,65",7,"18,7775","394,3275",10/02/2019,12:56,Billetera electrónica,"375,55","4,761904762","18,7775","5,2"
544-32-5024,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"49,79",4,"9,958","209,118",28/03/2019,19:16,Tarjeta de crédito,"199,16","4,761904762","9,958","6,4"
318-12-0304,A,Yangon,Normal,Masculino,Accesorios de moda,"30,61",1,"1,5305","32,1405",23/01/2019,12:20,Billetera electrónica,"30,61","4,761904762","1,5305","5,2"
349-97-8902,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"57,89",2,"5,789","121,569",17/01/2019,10:37,Billetera electrónica,"115,78","4,761904762","5,789","8,9"
421-95-9805,A,Yangon,Normal,Femenino,Accesorios electrónicos,"28,96",1,"1,448","30,408",07/02/2019,10:18,Tarjeta de crédito,"28,96","4,761904762","1,448","6,2"
277-35-5865,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"98,97",9,"44,5365","935,2665",09/03/2019,11:23,Efectivo,"890,73","4,761904762","44,5365","6,7"
789-23-8625,B,Mandalay,Miembro,Masculino,Accesorios de moda,"93,22",3,"13,983","293,643",24/01/2019,11:45,Efectivo,"279,66","4,761904762","13,983","7,2"
284-54-4231,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"80,93",1,"4,0465","84,9765",19/01/2019,16:08,Tarjeta de crédito,"80,93","4,761904762","4,0465","9,0"
443-59-0061,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"67,45",10,"33,725","708,225",03/02/2019,11:25,Billetera electrónica,"674,5","4,761904762","33,725","4,2"
509-29-3912,A,Yangon,Miembro,Femenino,Deportes y viajes,"38,72",9,"17,424","365,904",20/03/2019,12:24,Billetera electrónica,"348,48","4,761904762","17,424","4,2"
327-40-9673,B,Mandalay,Miembro,Masculino,Deportes y viajes,"72,6",6,"21,78","457,38",13/01/2019,19:51,Efectivo,"435,6","4,761904762","21,78","6,9"
840-19-2096,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"87,91",5,"21,9775","461,5275",14/03/2019,18:10,Billetera electrónica,"439,55","4,761904762","21,9775","4,4"
828-46-6863,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"98,53",6,"29,559","620,739",23/01/2019,11:22,Tarjeta de crédito,"591,18","4,761904762","29,559","4,0"
641-96-3695,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"43,46",6,"13,038","273,798",07/02/2019,17:55,Billetera electrónica,"260,76","4,761904762","13,038","8,5"
420-97-3340,A,Yangon,Normal,Femenino,Alimentos y bebidas,"71,68",3,"10,752","225,792",28/03/2019,15:30,Tarjeta de crédito,"215,04","4,761904762","10,752","9,2"
436-54-4512,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"91,61",1,"4,5805","96,1905",20/03/2019,19:44,Efectivo,"91,61","4,761904762","4,5805","9,8"
670-79-6321,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"94,59",7,"33,1065","695,2365",17/01/2019,15:27,Tarjeta de crédito,"662,13","4,761904762","33,1065","4,9"
852-62-7105,B,Mandalay,Normal,Femenino,Accesorios de moda,"83,25",10,"41,625","874,125",12/01/2019,11:25,Tarjeta de crédito,"832,5","4,761904762","41,625","4,4"
598-06-7312,B,Mandalay,Miembro,Masculino,Accesorios de moda,"91,35",1,"4,5675","95,9175",16/02/2019,15:42,Efectivo,"91,35","4,761904762","4,5675","6,8"
135-13-8269,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"78,88",2,"7,888","165,648",26/01/2019,16:04,Efectivo,"157,76","4,761904762","7,888","9,1"
816-57-2053,A,Yangon,Normal,Masculino,Deportes y viajes,"60,87",2,"6,087","127,827",09/03/2019,12:37,Billetera electrónica,"121,74","4,761904762","6,087","8,7"
628-90-8624,B,Mandalay,Miembro,Masculino,Salud y belleza,"82,58",10,"41,29","867,09",14/03/2019,14:41,Efectivo,"825,8","4,761904762","41,29","5,0"
856-66-2701,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"53,3",3,"7,995","167,895",25/01/2019,14:19,Billetera electrónica,"159,9","4,761904762","7,995","7,5"
308-39-1707,A,Yangon,Normal,Femenino,Accesorios de moda,"12,09",1,"0,6045","12,6945",26/01/2019,18:19,Tarjeta de crédito,"12,09","4,761904762","0,6045","8,2"
149-61-1929,A,Yangon,Normal,Masculino,Deportes y viajes,"64,19",10,"32,095","673,995",19/01/2019,14:08,Tarjeta de crédito,"641,9","4,761904762","32,095","6,7"
655-07-2265,A,Yangon,Normal,Masculino,Accesorios electrónicos,"78,31",3,"11,7465","246,6765",05/03/2019,16:38,Billetera electrónica,"234,93","4,761904762","11,7465","5,4"
589-02-8023,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"83,77",2,"8,377","175,917",15/01/2019,10:54,Tarjeta de crédito,"167,54","4,761904762","8,377","7,0"
420-04-7590,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"99,7",3,"14,955","314,055",18/03/2019,11:29,Billetera electrónica,"299,1","4,761904762","14,955","4,7"
182-88-2763,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"79,91",3,"11,9865","251,7165",20/03/2019,19:28,Tarjeta de crédito,"239,73","4,761904762","11,9865","5,0"
188-55-0967,B,Mandalay,Miembro,Masculino,Salud y belleza,"66,47",10,"33,235","697,935",15/01/2019,15:01,Tarjeta de crédito,"664,7","4,761904762","33,235","5,0"
610-46-4100,A,Yangon,Normal,Masculino,Salud y belleza,"28,95",7,"10,1325","212,7825",03/03/2019,20:31,Tarjeta de crédito,"202,65","4,761904762","10,1325","6,0"
318-81-2368,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"46,2",1,"2,31","48,51",19/03/2019,12:16,Efectivo,"46,2","4,761904762","2,31","6,3"
364-33-8584,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"17,63",5,"4,4075","92,5575",08/03/2019,15:27,Efectivo,"88,15","4,761904762","4,4075","8,5"
665-63-9737,B,Mandalay,Normal,Masculino,Accesorios de moda,"52,42",3,"7,863","165,123",27/02/2019,17:36,Billetera electrónica,"157,26","4,761904762","7,863","7,5"
695-09-5146,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"98,79",3,"14,8185","311,1885",23/02/2019,20:00,Billetera electrónica,"296,37","4,761904762","14,8185","6,4"
155-45-3814,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"88,55",8,"35,42","743,82",19/03/2019,15:29,Billetera electrónica,"708,4","4,761904762","35,42","4,7"
794-32-2436,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"55,67",2,"5,567","116,907",27/03/2019,15:08,Billetera electrónica,"111,34","4,761904762","5,567","6,0"
131-15-8856,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"72,52",8,"29,008","609,168",30/03/2019,19:26,Tarjeta de crédito,"580,16","4,761904762","29,008","4,0"
273-84-2164,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"12,05",5,"3,0125","63,2625",16/02/2019,15:53,Billetera electrónica,"60,25","4,761904762","3,0125","5,5"
706-36-6154,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"19,36",9,"8,712","182,952",18/01/2019,18:43,Billetera electrónica,"174,24","4,761904762","8,712","8,7"
778-89-7974,C,Naypyitaw,Normal,Masculino,Salud y belleza,"70,21",6,"21,063","442,323",30/03/2019,14:58,Efectivo,"421,26","4,761904762","21,063","7,4"
574-31-8277,B,Mandalay,Miembro,Masculino,Accesorios de moda,"33,63",1,"1,6815","35,3115",20/03/2019,19:55,Efectivo,"33,63","4,761904762","1,6815","5,6"
859-71-0933,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"15,49",2,"1,549","32,529",16/01/2019,15:10,Efectivo,"30,98","4,761904762","1,549","6,3"
740-11-5257,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"24,74",10,"12,37","259,77",24/02/2019,16:44,Efectivo,"247,4","4,761904762","12,37","7,1"
369-82-2676,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"75,66",5,"18,915","397,215",15/01/2019,18:22,Billetera electrónica,"378,3","4,761904762","18,915","7,8"
563-47-4072,B,Mandalay,Normal,Femenino,Salud y belleza,"55,81",6,"16,743","351,603",22/01/2019,11:52,Efectivo,"334,86","4,761904762","16,743","9,9"
742-04-5161,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"72,78",10,"36,39","764,19",03/02/2019,17:24,Efectivo,"727,8","4,761904762","36,39","7,3"
149-15-7606,B,Mandalay,Miembro,Masculino,Deportes y viajes,"37,32",9,"16,794","352,674",06/03/2019,15:31,Billetera electrónica,"335,88","4,761904762","16,794","5,1"
133-77-3154,B,Mandalay,Miembro,Masculino,Accesorios de moda,"60,18",4,"12,036","252,756",16/02/2019,18:04,Tarjeta de crédito,"240,72","4,761904762","12,036","9,4"
169-52-4504,A,Yangon,Normal,Femenino,Accesorios electrónicos,"15,69",3,"2,3535","49,4235",14/03/2019,14:13,Tarjeta de crédito,"47,07","4,761904762","2,3535","5,8"
250-81-7186,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"99,69",1,"4,9845","104,6745",27/02/2019,10:23,Tarjeta de crédito,"99,69","4,761904762","4,9845","8,0"
562-12-5430,A,Yangon,Miembro,Femenino,Accesorios de moda,"88,15",3,"13,2225","277,6725",18/01/2019,10:11,Billetera electrónica,"264,45","4,761904762","13,2225","7,9"
816-72-8853,A,Yangon,Miembro,Femenino,Deportes y viajes,"27,93",5,"6,9825","146,6325",29/01/2019,15:48,Efectivo,"139,65","4,761904762","6,9825","5,9"
491-38-3499,A,Yangon,Miembro,Masculino,Accesorios de moda,"55,45",1,"2,7725","58,2225",26/02/2019,17:46,Tarjeta de crédito,"55,45","4,761904762","2,7725","4,9"
322-02-2271,B,Mandalay,Normal,Femenino,Deportes y viajes,"42,97",3,"6,4455","135,3555",03/02/2019,11:46,Efectivo,"128,91","4,761904762","6,4455","9,3"
842-29-4695,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"17,14",7,"5,999","125,979",16/01/2019,12:07,Tarjeta de crédito,"119,98","4,761904762","5,999","7,9"
725-67-2480,B,Mandalay,Miembro,Femenino,Accesorios de moda,"58,75",6,"17,625","370,125",24/03/2019,18:14,Tarjeta de crédito,"352,5","4,761904762","17,625","5,9"
641-51-2661,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"87,1",10,"43,55","914,55",12/02/2019,14:45,Tarjeta de crédito,"871,0","4,761904762","43,55","9,9"
714-02-3114,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"98,8",2,"9,88","207,48",21/02/2019,11:39,Efectivo,"197,6","4,761904762","9,88","7,7"
518-17-2983,A,Yangon,Normal,Femenino,Accesorios de moda,"48,63",4,"9,726","204,246",04/02/2019,15:44,Billetera electrónica,"194,52","4,761904762","9,726","7,6"
779-42-2410,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"57,74",3,"8,661","181,881",20/02/2019,13:06,Billetera electrónica,"173,22","4,761904762","8,661","7,7"
190-14-3147,B,Mandalay,Normal,Femenino,Salud y belleza,"17,97",4,"3,594","75,474",23/02/2019,20:43,Billetera electrónica,"71,88","4,761904762","3,594","6,4"
408-66-6712,C,Naypyitaw,Miembro,Femenino,Salud y belleza,"47,71",6,"14,313","300,573",16/02/2019,14:19,Billetera electrónica,"286,26","4,761904762","14,313","4,4"
679-22-6530,B,Mandalay,Normal,Femenino,Deportes y viajes,"40,62",2,"4,062","85,302",17/01/2019,10:01,Tarjeta de crédito,"81,24","4,761904762","4,062","4,1"
588-47-8641,A,Yangon,Miembro,Masculino,Accesorios de moda,"56,04",10,"28,02","588,42",14/01/2019,19:30,Billetera electrónica,"560,4","4,761904762","28,02","4,4"
642-61-4706,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"93,4",2,"9,34","196,14",30/03/2019,16:34,Efectivo,"186,8","4,761904762","9,34","5,5"
576-31-4774,B,Mandalay,Normal,Femenino,Salud y belleza,"73,41",3,"11,0115","231,2415",02/03/2019,13:10,Billetera electrónica,"220,23","4,761904762","11,0115","4,0"
556-41-6224,C,Naypyitaw,Normal,Masculino,Salud y belleza,"33,64",8,"13,456","282,576",15/02/2019,17:10,Tarjeta de crédito,"269,12","4,761904762","13,456","9,3"
811-03-8790,A,Yangon,Normal,Femenino,Accesorios electrónicos,"45,48",10,"22,74","477,54",01/03/2019,10:22,Tarjeta de crédito,"454,8","4,761904762","22,74","4,8"
242-11-3142,B,Mandalay,Miembro,Masculino,Accesorios de moda,"83,77",2,"8,377","175,917",24/02/2019,19:57,Efectivo,"167,54","4,761904762","8,377","4,6"
752-23-3760,B,Mandalay,Miembro,Femenino,Deportes y viajes,"64,08",7,"22,428","470,988",19/02/2019,19:29,Tarjeta de crédito,"448,56","4,761904762","22,428","7,3"
274-05-5470,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"73,47",4,"14,694","308,574",23/02/2019,18:30,Efectivo,"293,88","4,761904762","14,694","6,0"
648-94-3045,C,Naypyitaw,Normal,Masculino,Salud y belleza,"58,95",10,"29,475","618,975",07/02/2019,14:27,Billetera electrónica,"589,5","4,761904762","29,475","8,1"
130-67-4723,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"48,5",6,"14,55","305,55",11/01/2019,13:57,Billetera electrónica,"291,0","4,761904762","14,55","9,4"
528-87-5606,B,Mandalay,Miembro,Femenino,Accesorios electrónicos,"39,48",1,"1,974","41,454",12/02/2019,19:43,Efectivo,"39,48","4,761904762","1,974","6,5"
320-85-2052,B,Mandalay,Normal,Femenino,Deportes y viajes,"34,81",1,"1,7405","36,5505",14/01/2019,10:11,Tarjeta de crédito,"34,81","4,761904762","1,7405","7,0"
370-96-0655,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"49,32",6,"14,796","310,716",09/01/2019,13:46,Billetera electrónica,"295,92","4,761904762","14,796","7,1"
105-10-6182,A,Yangon,Miembro,Masculino,Accesorios de moda,"21,48",2,"2,148","45,108",27/02/2019,12:22,Billetera electrónica,"42,96","4,761904762","2,148","6,6"
510-79-0415,B,Mandalay,Miembro,Femenino,Deportes y viajes,"23,08",6,"6,924","145,404",24/01/2019,19:20,Billetera electrónica,"138,48","4,761904762","6,924","4,9"
241-96-5076,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"49,1",2,"4,91","103,11",08/01/2019,12:58,Tarjeta de crédito,"98,2","4,761904762","4,91","6,4"
767-97-4650,B,Mandalay,Miembro,Femenino,Deportes y viajes,"64,83",2,"6,483","136,143",08/01/2019,11:59,Tarjeta de crédito,"129,66","4,761904762","6,483","8,0"
648-83-1321,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"63,56",10,"31,78","667,38",16/01/2019,17:59,Efectivo,"635,6","4,761904762","31,78","4,3"
173-57-2300,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"72,88",2,"7,288","153,048",13/03/2019,12:51,Efectivo,"145,76","4,761904762","7,288","6,1"
305-03-2383,A,Yangon,Normal,Femenino,Alimentos y bebidas,"67,1",3,"10,065","211,365",15/02/2019,10:36,Efectivo,"201,3","4,761904762","10,065","7,5"
394-55-6384,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"70,19",9,"31,5855","663,2955",25/01/2019,13:38,Efectivo,"631,71","4,761904762","31,5855","6,7"
266-20-6657,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"55,04",7,"19,264","404,544",12/03/2019,19:39,Billetera electrónica,"385,28","4,761904762","19,264","5,2"
689-05-1884,A,Yangon,Miembro,Masculino,Salud y belleza,"48,63",10,"24,315","510,615",04/03/2019,12:44,Efectivo,"486,3","4,761904762","24,315","8,8"
196-01-2849,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"73,38",7,"25,683","539,343",10/02/2019,13:56,Efectivo,"513,66","4,761904762","25,683","9,5"
372-62-5264,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"52,6",9,"23,67","497,07",16/01/2019,14:42,Efectivo,"473,4","4,761904762","23,67","7,6"
800-09-8606,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"87,37",5,"21,8425","458,6925",29/01/2019,19:45,Efectivo,"436,85","4,761904762","21,8425","6,6"
182-52-7000,A,Yangon,Miembro,Femenino,Deportes y viajes,"27,04",4,"5,408","113,568",01/01/2019,20:26,Billetera electrónica,"108,16","4,761904762","5,408","6,9"
826-58-8051,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"62,19",4,"12,438","261,198",06/01/2019,19:46,Billetera electrónica,"248,76","4,761904762","12,438","4,3"
868-06-0466,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"69,58",9,"31,311","657,531",19/02/2019,19:38,Tarjeta de crédito,"626,22","4,761904762","31,311","7,8"
751-41-9720,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"97,5",10,"48,75","1023,75",12/01/2019,16:18,Billetera electrónica,"975,0","4,761904762","48,75","8,0"
626-43-7888,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"60,41",8,"24,164","507,444",07/02/2019,12:23,Billetera electrónica,"483,28","4,761904762","24,164","9,6"
176-64-7711,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"32,32",3,"4,848","101,808",27/03/2019,19:11,Tarjeta de crédito,"96,96","4,761904762","4,848","4,3"
191-29-0321,B,Mandalay,Miembro,Femenino,Accesorios de moda,"19,77",10,"9,885","207,585",27/02/2019,18:57,Tarjeta de crédito,"197,7","4,761904762","9,885","5,0"
729-06-2010,B,Mandalay,Miembro,Masculino,Salud y belleza,"80,47",9,"36,2115","760,4415",06/01/2019,11:18,Efectivo,"724,23","4,761904762","36,2115","9,2"
640-48-5028,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"88,39",9,"39,7755","835,2855",02/03/2019,12:40,Efectivo,"795,51","4,761904762","39,7755","6,3"
186-79-9562,B,Mandalay,Normal,Masculino,Salud y belleza,"71,77",7,"25,1195","527,5095",29/03/2019,14:06,Efectivo,"502,39","4,761904762","25,1195","8,9"
834-45-5519,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"43,0",4,"8,6","180,6",31/01/2019,20:48,Billetera electrónica,"172,0","4,761904762","8,6","7,6"
162-65-8559,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"68,98",1,"3,449","72,429",21/01/2019,20:13,Efectivo,"68,98","4,761904762","3,449","4,8"
760-27-5490,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"15,62",8,"6,248","131,208",20/01/2019,20:37,Billetera electrónica,"124,96","4,761904762","6,248","9,1"
445-30-9252,A,Yangon,Normal,Masculino,Deportes y viajes,"25,7",3,"3,855","80,955",17/01/2019,17:59,Billetera electrónica,"77,1","4,761904762","3,855","6,1"
786-94-2700,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"80,62",6,"24,186","507,906",28/02/2019,20:18,Efectivo,"483,72","4,761904762","24,186","9,1"
728-88-7867,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"75,53",4,"15,106","317,226",19/03/2019,15:52,Billetera electrónica,"302,12","4,761904762","15,106","8,3"
183-21-3799,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"77,63",9,"34,9335","733,6035",19/02/2019,15:14,Billetera electrónica,"698,67","4,761904762","34,9335","7,2"
268-20-3585,C,Naypyitaw,Normal,Femenino,Salud y belleza,"13,85",9,"6,2325","130,8825",04/02/2019,12:50,Billetera electrónica,"124,65","4,761904762","6,2325","6,0"
